popularity,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_profit
0,The Bling Ring,Austin Butler|Yin Chang|Jennifer Grey|Spencer Locke|Tom Irwin,Michael Lembeck,,87,TV Movie|Drama,dick clark productions|Silver Screen Pictures,10,4,2011,0,0,0
0,My Future Boyfriend,Sara Rue|Barry Watson|Valerie Harper|Jordan Wall|Enisha Brewster,Michael Lange,,73,Fantasy|Comedy|Science Fiction|Romance|Thriller,Bayonne Entertainment,12,4,2011,0,0,0
0,The Fantastic Flying Books of Mr Morris Lessmore,,William Joyce|Brandon Oldenburg,short,15,Adventure|Animation,Moonbot Studios,21,7,2011,0,0,0
0,The Amityville Haunting,Devin Clark|Jon Kondelik|Tyler Shamy|Luke Barnett,Geoff Meed,blood splatter|found footage,86,Horror,"Asylum, The",16,5,2011,0,0,0
0,The Greatest Movie Ever Sold,Peter Berg|Paul Brennan|Ralph Nader|Brett Ratner|J.J. Abrams,Morgan Spurlock,comedian|comedy|duringcreditsstinger,90,Comedy|Documentary,Snoot Entertainment,50,6,2011,0,602918,602918
0,Griff the Invisible,Ryan Kwanten|Maeve Dermody|Marshall Napier|Heather Mitchell,Leon Ford,love|superhero|independent film|comedy,93,Action|Comedy|Drama|Foreign|Romance,,13,6,2011,2813832,0,-2813832
0,These Amazing Shadows,Jeff Adachi|James H. Billington|Robin Blaetz|Brooks Boliek|Charles Burnett,Paul Mariano|Kurt Norton,national film registry|library of congress|film preservation,88,Documentary,Gravitas Docufilms,17,7,2011,0,0,0
0,Into the Abyss,Jason Burkett|Werner Herzog|Michael Perry|Jeremy Richardson|Kristen Willis,Werner Herzog,,105,Documentary|Crime,Creative Differences,36,7,2011,0,0,0
0,October Baby,Rachel Hendrix |Jason Burkey|Robert Amaya |John Schneider,Andrew Erwin|Jon Erwin ,adoption|college|month in title,107,Drama,,17,6,2011,0,5191947,5191947
0,Chillar Party,Irrfan Khan|Sanath Menon|Rohan Grover|Bachchan Pachera,Nitesh Tiwari|Vikas Bahl,,140,Drama|Comedy|Family|Foreign,,10,7,2011,0,0,0
0,eCupid,Houston Rhines|Andy Anderson|John Callahan|Galen Drever|Morgan Fairchild,J.C. Calciano,gay couple,0,Romance,,12,4,2011,0,0,0
0,Hollow,Emily Plumtree|Sam Stockman|Jessica Ellerby|Matt Stokoe,Michael Axelgaard,hanging|found footage,91,Horror|Thriller,,12,3,2011,0,0,0
0,Mildred Pierce,Kate Winslet|Evan Rachel Wood|Guy Pearce|Mare Winningham|BrÃ­an F. O'Byrne,Todd Haynes,infidelity|business woman|from rags to riches,336,Drama,Home Box Office (HBO)|Metro-Goldwyn-Mayer (MGM),21,6,2011,19387960,0,-19387960
0,The Legend of Awesomest Maximus,Will Sasso|Rip Torn|Kristanna Loken|Ian Ziering|Sophie Monk,Jeff Kanew,parody,87,Comedy,,11,5,2011,0,0,0
0,Fertile Ground,Leisha Hailey|Jami Bassman |Stephanie Brown|Kailah Combs|Ingrid Coree,Adam Gierasch,possession,95,Horror,After Dark Films,13,4,2011,0,0,0
0,Suburban Knights,Brad Jones|Lindsay Ellis|Lewis Lovhaug|Doug Walker,Doug Walker,,130,Adventure|Comedy|Fantasy,Channel Awesome,10,6,2011,0,0,0
0,Elle: A Modern Cinderella Tale,Ashlee Hewitt|Sterling Knight|Kiely Williams|Thomas Calabro|Katherine Bailess,John Dunson|Sean Dunson,,90,Fantasy|Drama|Science Fiction|Family,Frame Of Mind Entertainment,17,4,2011,242349,0,-242349
0,Scrat's Continental Crack-Up: Part 2,Chris Wedge,Steve Martino|Mike Thurmeier,,3,Animation|Comedy|Adventure,Blue Sky Studios,11,6,2011,0,0,0
0,Bobby Fischer Against the World,Bobby Fischer|Henry Kissinger,Liz Garbus,obsession|child prodigy|sport|celebrity|chess tournament,93,Documentary|Drama,,22,6,2011,0,0,0
0,We Were Here,Ed Wolf|Paul Boneberg|Daniel Goldstein|Guy Clark|Eileen Glutzer,David Weissman|Bill Weber,gay|san francisco|aids|solidarity|empowerment,90,Documentary,,12,7,2011,0,0,0
0,The Story of Film: An Odyssey,Mark Cousins|Jean-Michel Frodon|Cari Beauchamp|Agnes de Mille,Mark Cousins,cinema|nouvelle vague|hindi cinema|cinema novo|russian cinema,900,Documentary,,14,9,2011,0,0,0
0,Blinkyâ„¢,Max Records|Jenni Fontana|James Nardini|Caroline Rich|Corbin Timbrook,Ruairi Robinson,short,13,Science Fiction|Horror,,21,6,2011,59843,0,-59843
0,Les Neiges du Kilimandjaro,GÃ©rard Meylan|Marilyne Canto|GrÃ©goire Leprince-Ringuet|AnaÃ¯s Demoustier|Adrien Jolivet,Robert GuÃ©diguian,marseille|solidarity,90,Drama|Comedy|Foreign,France 3 CinÃ©ma|Agat Films & Cie,11,6,2011,0,0,0
0,Donald Glover: Weirdo,Donald Glover,Shannon Hartman,stand up comedy,60,Comedy,Art & Industry,10,6,2011,0,0,0
0,Kevin Hart: Laugh at My Pain,Kevin Hart|Na'im Lynn,Leslie Small|Tim Story,stand up comedy,89,Comedy|Documentary,Comedy Central Films|Codeblack Entertainment|Hartbeat Productions,36,7,2011,0,0,0
0,Dear Santa,Amy Acker|David Haydn-Jones|Gina Holden|James Dugan|Patrick Creery,Jason Priestley,holiday|little girl|rich parents|letter to santa claus|wishes come true,90,Comedy|Drama|Romance,Nomadic Pictures|ITV Studios America|Annuit Coeptis Entertainment Inc.,11,7,2011,0,0,0
0,Dhobi Ghat,Aamir Khan|Prateik Babbar|Monica Dogra|Kriti Malhotra,Kiran Rao,woman director,100,Drama|Foreign,,10,6,2011,0,0,0
0,The Other F Word,Tony Adolescent|Art Alexakis|Rob Chaos|Chris De Wolfe,Andrea Blaugrund,,98,Documentary|Drama|Comedy,,14,6,2011,0,0,0
0,The Maker,,Christopher Kezelos,,6,Drama|Animation,Zealous Creative,23,8,2011,0,0,0
0,Une bouteille Ã  la mer,Hiam Abbass|Abraham Belaga|Agathe Bonitzer|Reef Cohen|FranÃ§ois Loriquet,Thierry Binisti,,100,Drama,TS Productions|France 3 (FR3),11,7,2011,0,0,0
0,You Instead,Luke Treadaway|Natalia Tena|Alastair Mackenzie|Jonathan Phillips|Mathew Baynton,David Mackenzie,,80,Comedy|Music|Romance|Foreign,Sigma Films,17,6,2011,0,0,0
0,Dreams of a Life,Zawe Ashton|Neelam Bakshi|Lee Colley|Frances Cooper|Jonathan Harden,Carol Morley,woman director,95,Drama|Documentary|Foreign,Cannon and Morley Productions|Soho Moon Pictures,12,7,2011,0,0,0
0,Pearl Jam: Twenty,Eddie Vedder|Stone Gossard|Jeff Ament|Mike McCready,Cameron Crowe,seattle|rock star|musician|musical|grunge,109,Documentary|Music,,22,7,2011,0,0,0
0,There's Something Wrong with Aunt Diane,,Liz Garbus,car crash|dui|driving under the influence,100,Documentary,Moxie Firecracker Films,11,6,2011,0,0,0
0,August,Murray Bartlett|Daniel Dugan|Adrian Gonzalez,Eldar Rapaport,drama|romance|gay romance,100,Drama,,12,6,2011,0,0,0
0,The Pill,Noah Bean|Rachel Boston|Anna Chlumsky|Jean Brassard|S. Lue McWilliams,J.C. Khoury,pregnancy,83,Comedy|Drama|Romance,,34,5,2011,0,0,0
0,Steve Jobs: One Last Thing,,,,60,Documentary,,11,6,2011,0,0,0
8,The Lord of the Rings: The Two Towers,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,elves|orcs|middle-earth (tolkien)|hobbits|based on novel,179,Adventure|Fantasy|Action,WingNut Films|New Line Cinema|The Saul Zaentz Company,5114,7,2002,95768650,1122902454,1027133804
6,Harry Potter and the Chamber of Secrets,Daniel Radcliffe|Rupert Grint|Emma Watson|Kenneth Branagh|Richard Harris,Chris Columbus,flying car|witch|magic language|car journey|cutting the cord,161,Adventure|Fantasy|Family,1492 Pictures|Warner Bros.|Heyday Films|MIRACLE Productions GmbH & Co. KG,3458,7,2002,121226139,1062775601,941549462
4,Ice Age,Ray Romano|John Leguizamo|Denis Leary|Goran Visnjic|Jack Black,Chris Wedge|Carlos Saldanha,human evolution|parents kids relationship|squirrel|ice|loss of child,81,Animation|Comedy|Family|Adventure,Twentieth Century Fox Film Corporation|Blue Sky Studios|Twentieth Century Fox Animation,2270,6,2002,71523422,464607829,393084407
3,The Bourne Identity,Matt Damon|Franka Potente|Chris Cooper|Clive Owen|Brian Cox,Doug Liman,paris|barcelona spain|assassin|based on novel|secret identity,119,Action|Drama|Mystery|Thriller,"Universal Pictures|Kennedy/Marshall Company, The|Hypnotic|Kalima Productions GmbH & Co. KG|Stillking Films",2601,7,2002,72735683,259465426,186729743
3,Resident Evil,Milla Jovovich|Michelle Rodriguez|Eric Mabius|Ryan McCluskey|Oscar Pearce,Paul W.S. Anderson,undercover|mutant|dystopia|conspiracy|zombies,100,Horror|Action|Science Fiction,Impact Pictures|Davis-Films|New Legacy|Constantin Film Produktion,1265,6,2002,40004625,124185364,84180739
3,Spider-Man,Tobey Maguire|Willem Dafoe|Kirsten Dunst|James Franco|Cliff Robertson,Sam Raimi,loss of lover|spider|thanksgiving|bad boss|hostility,121,Fantasy|Action,Columbia Pictures|Marvel Enterprises,3170,6,2002,168504333,996125553,827621220
3,Star Wars: Episode II - Attack of the Clones,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,senate|investigation|army|death star|jedi,142,Adventure|Action|Science Fiction,Lucasfilm,2549,6,2002,145471367,787240522,641769155
2,Catch Me If You Can,Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Amy Adams,Steven Spielberg,con man|biography|fbi agent|overhead camera shot|attempted jailbreak,141,Drama|Crime,DreamWorks SKG|Kemp Company|Splendid Pictures,2277,7,2002,63037592,426854586,363816994
2,Men in Black II,Tommy Lee Jones|Will Smith|Rip Torn|Lara Flynn Boyle|Johnny Knoxville,Barry Sonnenfeld,saving the world|secret identity|sun glasses|undercover|space marine,88,Action|Adventure|Comedy|Science Fiction,Columbia Pictures|Amblin Entertainment|Columbia Pictures Corporation|Parkes+MacDonald Image Nation,1950,5,2002,169716595,535599877,365883282
2,The Pianist,Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox,Roman Polanski,individual|resistance|radio station|war crimes|loss of family,150,Drama|War,Bac Films|Canal+Polska|Heritage Films|Studio Babelsberg|Agencja Produkcji Filmowej,938,7,2002,42429148,145559349,103130201
2,Minority Report,Tom Cruise|Colin Farrell|Samantha Morton|Max von Sydow|Lois Smith,Steven Spielberg,self-fulfilling prophecy|evidence|hologram|dystopia,145,Action|Thriller|Science Fiction|Mystery,DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment|Twentieth Century Fox Film Corporation|Blue Tulip Productions,1595,6,2002,123650662,434441662,310791000
2,Lilo & Stitch,Chris Sanders|Daveigh Chase|Tia Carrere|David Ogden Stiers|Kevin McDonald,Dean DeBlois|Chris Sanders,sister sister relationship|extraterrestrial technology|hawaii|adoption|mutation,85,Animation,Walt Disney Pictures|Walt Disney Feature Animation,681,6,2002,96980911,176713194,79732283
1,The Transporter,Jason Statham|Shu Qi|FranÃ§ois BerlÃ©and|Matt Schulze|Ric Young,Louis Leterrier|Corey Yuen Kwai,car journey|transportation|auto|human trafficking,92,Action|Crime|Thriller,TF1 Films Productions|Current Entertainment|Canal+|EuropaCorp,1119,6,2002,25457489,53253348,27795859
1,xXx,Vin Diesel|Asia Argento|Marton Csokas|Samuel L. Jackson|Michael Roof,Rob Cohen,sports car|biological weapon|cold war|prague,124,Action,Columbia Pictures|Original Film|Revolution Studios,849,5,2002,84858297,336339962,251481665
1,Treasure Planet,Joseph Gordon-Levitt|David Hyde Pierce|Emma Thompson|Roscoe Lee Browne|Martin Short,Ron Clements|John Musker,cyborg|based on novel|space marine|mutiny|loss of father,95,Adventure|Animation|Family|Fantasy|Science Fiction,Walt Disney Pictures|Walt Disney Feature Animation,545,7,2002,169716595,132837318,-36879277
1,Die Another Day,Pierce Brosnan|Halle Berry|Rosamund Pike|Rick Yune|Toby Stephens,Lee Tamahori,,133,Adventure|Action|Thriller,Eon Productions,692,5,2002,169716595,523661907,353945312
1,28 Days Later...,Cillian Murphy|Naomie Harris|Noah Huntley|Christopher Dunne|Emma Hitching,Danny Boyle,london|manchester city|submachine gun|gas station|survivor,113,Horror|Thriller|Science Fiction,DNA Films|British Film Council,1015,6,2002,6061306,100278123,94216817
1,Maid in Manhattan,Jennifer Lopez|Ralph Fiennes|Natasha Richardson|Stanley Tucci|Tyler Posey,Wayne Wang,hotel|politician|mistaken identity|maid|single mother,105,Comedy|Drama|Romance,Columbia Pictures|Hughes Entertainment|Revolution Studios|Shoelace Productions,281,5,2002,66674376,187787403,121113027
1,Blade II,Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus,Guillermo del Toro,katana|mutation|silver|superhero|tragic villain,117,Science Fiction|Horror|Action|Thriller,"New Line Cinema|Marvel Entertainment, LLC|Amen Ra Films|Milk & Honey|Imaginary Forces",961,6,2002,65462115,187912677,122450562
1,Gangs of New York,Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|Liam Neeson|Brendan Gleeson,Martin Scorsese,fire|irish-american|immigrant|gang war|pickpocket,167,Drama|History|Crime,Miramax Films|Initial Entertainment Group (IEG)|Alberto Grimaldi Productions,1068,6,2002,121226139,234902925,113676786
1,Panic Room,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,David Fincher,burglar|bunker|housebreaking|safe|money,112,Crime|Drama|Thriller,Columbia Pictures Corporation|Hofflund/Polone|Indelible Productions,670,6,2002,58188546,238085004,179896458
1,Stuart Little 2,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Anna Hoelck,Rob Minkoff,mouse|falcon|bird|friendship|family,78,Family|Adventure|Animation|Comedy,Columbia Pictures|Sony Pictures Entertainment,366,5,2002,145471367,206032074,60560707
1,National Lampoonâ€™s Van Wilder,Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Simon Helberg,Walt Becker,sex|college|doggystyle|flirting|exposÃ©,92,Comedy|Romance,Tapestry Films|Artisan Entertainment,684,5,2002,6061306,46399890,40338584
1,8 Mile,Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon,Curtis Hanson,individual|street gang|adolescence|rap|hip-hop,110,Drama,Imagine Entertainment|Mikona Productions GmbH & Co. KG,944,6,2002,49702717,260636199,210933482
1,Mr. Deeds,Adam Sandler|Winona Ryder|John Turturro|Allen Covert|Peter Gallagher,Steven Brill,love letter|new hampshire|ferrari|liar|city country contrast,96,Comedy|Romance,New Line Cinema|Columbia Pictures Corporation|Out of the Blue... Entertainment|Happy Madison Productions,379,5,2002,60613069,207623445,147010376
1,Bend It Like Beckham,Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers|Anupam Kher|Shaheen Khan,Gurinder Chadha,london|gay|tradition|broken engagement|culture clash,112,Comedy|Drama|Romance,Fox Searchlight Pictures|Kintop Pictures|FilmfÃ¶rderung Hamburg|UK Film Council,309,6,2002,4243107,92833330,88590223
1,Cinderella II: Dreams Come True,Jennifer Hale|Rob Paulsen|Corey Burton|Andre Stojka|Russi Taylor,John Kafka,cinderella|princess|anthropomorphic animal|cartoon mouse,74,Animation|Fantasy|Romance,Walt Disney Television Animation|Walt Disney Animation Japan,154,5,2002,6061306,0,-6061306
1,Two Weeks Notice,Sandra Bullock|Hugh Grant|Alicia Witt|Dana Ivey|Robert Klein,Marc Lawrence,new york|parish hall|romantic comedy|lawyer|billionaire,101,Romance|Comedy,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films,263,5,2002,72735683,113170563,40434880
1,Signs,Mel Gibson|Joaquin Phoenix|Rory Culkin|Abigail Breslin|Cherry Jones,M. Night Shyamalan,symbolism|water|peasant|alien life-form|farm,106,Drama|Thriller|Science Fiction|Mystery,"Kennedy/Marshall Company, The|Touchstone Pictures|Blinding Edge Pictures",905,6,2002,87282820,494903188,407620368
1,The Ring,Naomi Watts|Martin Henderson|David Dorfman|Brian Cox|Shannon Cochran,Gore Verbinski,island|videoband|poltergeist|telephone|suspense,115,Horror|Mystery|Thriller,DreamWorks SKG|BenderSpink|Parkes+MacDonald Image Nation,810,6,2002,58188546,302276085,244087539
1,Home Alone 4,French Stewart|Erick Avari|Mike Weinberg|Barbara Babcock|Jason Beghe,Rod Daniel,fight|father|house|crook couple|alone,89,Crime|Comedy|Family,20th Century Fox Television,113,4,2002,0,0,0
1,A Walk to Remember,Mandy Moore|Shane West|Peter Coyote|Daryl Hannah|Lauren German,Adam Shankman,based on novel|theatre group|north carolina|theatre milieu|high school,101,Drama|Family|Romance,Pandora Pictures|Warner Bros.,582,7,2002,13334875,49977984,36643109
1,My Big Fat Greek Wedding,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,Joel Zwick,usa|parents kids relationship|greece|culture clash|midlife crisis,95,Comedy|Drama|Romance,MPH Entertainment|Playtone Productions|Gold Circle Films,395,6,2002,6061306,447014168,440952862
1,About a Boy,Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Sharon Small,Chris Weitz|Paul Weitz,london|rock and roll|single parent|rap|bachelor,101,Drama|Comedy|Romance,Universal Pictures,361,6,2002,32731057,156381719,123650662
1,The Hunchback of Notre Dame II,Tom Hulce|Jennifer Love Hewitt|Kevin Kline|Michael McKean|Demi Moore,Bradley Raymond,clock tower|robbery|wretch|sequel|travelling circus,68,Adventure|Animation|Family|Romance,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Japan,77,5,2002,0,0,0
1,Collateral Damage,Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,Andrew Davis,terrorist|fbi|colombia|firemen|revenge,108,Action|Thriller|Drama,David Foster Productions|Bel Air Entertainment|Warner Bros.|Hacienda Productions,242,5,2002,103042218,95019997,-8022221
1,Phone Booth,Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell|Katie Holmes,Joel Schumacher,terrorist|phone booth|psychopath,81,Thriller|Drama,Fox 2000 Pictures,529,6,2002,15759398,118604185,102844787
1,Star Trek: Nemesis,Patrick Stewart|Jonathan Frakes|LeVar Burton|Brent Spiner|Gates McFadden,Stuart Baird,clone|assassination|ambush|federation|starfleet,117,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,291,6,2002,72735683,81600740,8865057
1,Equilibrium,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Kurt Wimmer,resistance|fascism|totalitarian regime|destroy|phasing,107,Action|Science Fiction|Thriller,Dimension Films|Blue Tulip Productions,927,6,2002,24245227,6497290,-17747937
1,The Good Girl,Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Miguel Arteta,suicide|sex|jealousy|dream|blackmail,93,Drama|Comedy|Romance,Fox Searchlight Pictures|Hungry Eye Lowland Pictures B.V.|Flan de Coco Films,98,5,2002,9698091,20434028,10735937
1,The Hours,Nicole Kidman|Julianne Moore|Meryl Streep|Stephen Dillane|Miranda Richardson,Stephen Daldry,london|suicide|gay|poetry|aids,114,Drama,Paramount Pictures|Miramax Films|Scott Rudin Productions,216,6,2002,30306534,131949890,101643356
1,Road to Perdition,Tom Hanks|Tyler Hoechlin|Jennifer Jason Leigh|Liam Aiken|Paul Newman,Sam Mendes,based on graphic novel|homework|shot in the chin|soft boiled egg|learning to drive,117,Thriller|Crime|Drama,DreamWorks SKG|The Zanuck Company|Twentieth Century Fox Film Corporation,614,7,2002,96980911,219421104,122440193
1,Austin Powers in Goldmember,Mike Myers|BeyoncÃ© Knowles|Seth Green|Michael York|Mindy Sterling,Jay Roach,saving the world|submarine|brother brother relationship|clone|spy,94,Science Fiction|Comedy|Crime|Action,New Line Cinema|Eric's Boy|Team Todd|Moving Pictures|Gratitude International,557,5,2002,76372467,359597833,283225366
1,The Santa Clause 2,Tim Allen|Elizabeth Mitchell|David Krumholtz|Eric Lloyd|Spencer Breslin,Michael Lembeck,holiday|christmas party|home|santa claus|magic,104,Fantasy|Comedy|Family,Walt Disney Pictures,174,5,2002,78796990,209545522,130748532
1,Insomnia,Al Pacino|Robin Williams|Maura Tierney|Hilary Swank|Martin Donovan,Christopher Nolan,detective|confession|fbi|homicide|blackmail,118,Crime|Mystery|Thriller,Section Eight|Alcon Entertainment|Witt/Thomas Productions,564,6,2002,55764024,137852098,82088074
1,Ghost Ship,Gabriel Byrne|Julianna Margulies|Desmond Harrington|Ron Eldard|Isaiah Washington,Steve Beck,cruise|pilot|ghost ship,91,Horror|Mystery|Thriller,Village Roadshow Pictures|NPV Entertainment|Dark Castle Entertainment|Warner Bros.|Ghost Ship Films Pty. Ltd.,265,5,2002,42429148,82857925,40428777
1,Scooby-Doo,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Rowan Atkinson,Raja Gosnell,amateur detective|voodoo|resort|crime solving,88,Mystery|Adventure|Comedy,Atlas Entertainment|Mosaic Media Group|Warner Bros.,401,5,2002,101829957,334160705,232330748
1,The Tuxedo,Jackie Chan|Jennifer Love Hewitt|Jason Isaacs|Debi Mazar|Ritchie Coster,Kevin Donovan,bomb|intelligence|chauffeur|wound|secret agent,98,Thriller|Action|Comedy|Science Fiction,DreamWorks SKG|Parkes+MacDonald Image Nation|Blue Train Productions,246,5,2002,0,0,0
1,Spirit: Stallion of the Cimarron,Matt Damon|James Cromwell|Daniel Studi|Chopper Bernet|Jeff LeBeau,Kelly Asbury|Lorna Cook,human being|freedom|mustang|rival|wildlife,83,Western|Animation|Adventure|Comedy|Family,DreamWorks Animation,402,7,2002,96980911,148579046,51598135
1,D-Tox,Sylvester Stallone|Courtney B. Vance|Tom Berenger|Charles S. Dutton|Jeffrey Wright,Jim Gillespie,alcoholism|serial killer|hospital|police officer|detox,96,Action|Thriller,Universal Pictures,60,5,2002,66674376,7778235,-58896141
1,Secretary,James Spader|Maggie Gyllenhaal|Jeremy Davies|Lesley Ann Warren|Stephen McHattie,Steven Shainberg,suicide|clerk|fetish|sadomasochism|lawyer,104,Comedy|Drama|Romance,Slough Pond|double A Films,213,6,2002,0,11279618,11279618
1,The Scorpion King,Dwayne Johnson|Kelly Hu|Michael Clarke Duncan|Steven Brand|Bernard Hill,Chuck Russell,egypt|temple,92,Action|Fantasy|Adventure,Universal Pictures|Kalima Productions GmbH & Co. KG|World Wrestling Entertainment (WWE)|Alphaville Films,420,5,2002,72735683,200427031,127691348
1,I Spy,Eddie Murphy|Owen Wilson|Famke Janssen|Keith Dallas|Malcolm McDowell,Betty Thomas,budapest|kidnapper|boxer|secret agent|liberation of hostage,97,Action|Adventure|Comedy|Thriller,Colombia Pictures,133,5,2002,84858297,40684870,-44173427
1,Bowling for Columbine,Michael Moore|George H. W. Bush|George W. Bush|Dick Clark|Charlton Heston,Michael Moore,usa|canada|gun|homicide|to shoot dead,120,Documentary,Alliance Atlantis Communications|TiMe Film- und TV-Produktions GmbH|Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG|Dog Eat Dog Films|Iconolatry Productions Inc.,235,7,2002,4849045,43113437,38264392
1,25th Hour,Edward Norton|Philip Seymour Hoffman|Barry Pepper|Rosario Dawson|Anna Paquin,Spike Lee,prison|prisoner|dream|drug dealer|nightclub,135,Crime|Drama,40 Acres & A Mule Filmworks|Touchstone Pictures,309,6,2002,18183920,15833155,-2350765
0,Ken Park,James Ransone|Tiffany Limos|Maeve Quinlan|Amanda Plummer|Wade Williams,Larry Clark|Edward Lachman,suicide|california|sex|infidelity|home,97,Drama,Lou Yi Inc.|CinÃ©a|Kasander Film Company|Busy Bee Productions,61,5,2002,1575939,542779,-1033160
0,Tarzan & Jane,Michael T. Weiss|Olivia d'Abo|Jeff Bennett|Jim Cummings|April Winchell,Victor Cook|Steve Loter|Don MacKinnon|Lisa Schaffer,tarzan,75,Animation|Comedy|Family,Walt Disney Pictures,66,5,2002,0,0,0
0,The Sum of All Fears,Ben Affleck|Morgan Freeman|James Cromwell|Ken Jenkins|Liev Schreiber,Phil Alden Robinson,cia|terrorist|atomic bomb|cold war|nuclear explosion,124,Thriller|Action|Drama,Paramount Pictures|Mace Neufeld Productions|MFP Munich Film Partners GmbH & Company I. Produktions KG|S.O.A.F. Productions|Mel's Cite du Cinema,256,5,2002,82,233,151
0,The 51st State,Samuel L. Jackson|Robert Carlyle|Nigel Whitmey|Emily Mortimer|Meat Loaf,Ronny Yu,chemical,93,Thriller|Action|Comedy|Crime,Film Council|Alliance Atlantis Communications|The Film Consortium|Focus Films|Momentum Films,85,5,2002,33,0,-33
0,We Were Soldiers,Mel Gibson|Greg Kinnear|Madeleine Stowe|Sam Elliott|Chris Klein,Randall Wallace,vietnam veteran|missile|vietnam war|army|major,138,Action|History|War,Paramount Pictures|Icon Entertainment International|Wheelhouse Entertainment|Motion Picture Production GmbH & Co. Erste KG,332,6,2002,90919604,138998841,48079237
0,Jackass: The Movie,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Dave England,Jeff Tremaine,disgust|pain|stunt|music video|stuntman,87,Comedy,Paramount Pictures,197,6,2002,6061306,77926965,71865659
0,The Hot Chick,Rob Schneider|Rachel McAdams|Anna Faris|Matthew Lawrence|Eric Christian Olsen,Tom Brady,sexual identity|sex|identity|human body|friendship,104,Comedy|Fantasy,Happy Madison Productions|Touchstone Pictures,226,5,2002,0,42528008,42528008
0,Frida,Salma Hayek|Alfred Molina|MÃ­a Maestro|Patricia Reyes SpÃ­ndola|Diego Luna,Julie Taymor,painter|love of one's life|disabled|woman director,123,Drama|Romance,Miramax Films|Lions Gate Films|Ventanarosa Productions|Handprint Entertainment,201,7,2002,14547136,68248466,53701330
0,Murder by Numbers,Sandra Bullock|Ben Chaplin|Ryan Gosling|Michael Pitt|Agnes Bruckner,Barbet Schroeder,detective|secret|fbi|homicide|evidence,120,Crime|Drama|Thriller,Castle Rock Entertainment|Warner Bros. Pictures|Schroeder Hoffman Productions,141,6,2002,60613069,68752370,8139301
0,Adaptation.,Nicolas Cage|Meryl Streep|Chris Cooper|Tilda Swinton|Cara Seymour,Spike Jonze,alligator|marriage crisis|writer's block|orchid,114,Comedy|Crime|Drama,Columbia Pictures|Beverly Detroit|Propaganda Films|Clinica Estetico|Intermedia,319,7,2002,23032966,39763595,16730629
0,Sweet Home Alabama,Reese Witherspoon|Josh Lucas|Patrick Dempsey|Candice Bergen|Rhona Mitra,Andy Tennant,new york|marriage proposal|alabama|career woman|fashion designer,108,Comedy|Romance,Touchstone Pictures,224,6,2002,36367841,218961591,182593750
0,Barbershop,Ice Cube|Anthony Anderson|Cedric the Entertainer|Sean Patrick Thomas|Eve,Tim Story,hairdresser|shop|neighbor|debt|meeting,102,Comedy|Drama,Metro-Goldwyn-Mayer (MGM),75,6,2002,14547136,91867158,77320022
0,Dark Blue,Kurt Russell|Scott Speedman|Michael Michele|Brendan Gleeson|Ving Rhames,Ron Shelton,corruption|police brutality|riot|ghetto|street war,118,Action|Crime|Drama|Thriller,United Artists|Intermedia Films|IM Filmproduktion|Cosmic Pictures|Metro-Goldwyn-Mayer (MGM),33,6,2002,18183920,11198228,-6985692
0,The Time Machine,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,Simon Wells,future|time machine,96,Science Fiction|Adventure|Action,DreamWorks SKG|Warner Bros.,341,5,2002,96980911,149992103,53011192
